event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index,strategy
944_13_2,944,13,3,18,2015,18,Brazilian Grand Prix,Williams,Autódromo José Carlos Pace,38,2,23927,71,8,7,117.0,243.0,6575,28.0,33,8.596,10.719,0,1521.3333333333285,1,0,0,8.0,0.5352112676056338,0.39436619718309857,0.18954160046419774,Standard
944_1_3,944,1,131,18,2015,18,Brazilian Grand Prix,Mercedes,Autódromo José Carlos Pace,49,3,22936,71,2,1,345.0,617.0,4957,15.0,22,,13.918,0,509.3333333333285,1,0,2,-6.5,0.6901408450704225,0.2112676056338028,,Standard
944_4_3,944,4,1,18,2015,18,Brazilian Grand Prix,McLaren,Autódromo José Carlos Pace,52,3,23810,71,20,14,11.0,27.0,6723,20.0,19,3.195,7.761,0,721.3333333333285,6,1,3,-1.5,0.7323943661971831,0.28169014084507044,0.3525212438536318,Standard
944_813_1,944,813,208,18,2015,18,Brazilian Grand Prix,Lotus F1,Autódromo José Carlos Pace,25,1,24115,71,15,12,26.0,71.0,5869,25.0,46,3.515,4.063,0,1328.3333333333285,3,0,0,18.0,0.352112676056338,0.352112676056338,0.41899529931719687,Standard
944_813_2,944,813,208,18,2015,18,Brazilian Grand Prix,Lotus F1,Autódromo José Carlos Pace,44,2,30082,71,15,9,26.0,71.0,7053,19.0,27,6.621,0.503,0,1353.6666666666715,6,0,0,-1.0,0.6197183098591549,0.2676056338028169,0.7965523704810122,Standard
945_18_1,945,18,1,24,2015,19,Abu Dhabi Grand Prix,McLaren,Yas Marina Circuit,8,1,23722,55,12,7,16.0,27.0,2602,8.0,47,1.442,1.525,0,408.6666666666715,5,2,7,-2.5,0.14545454545454545,0.14545454545454545,0.8055400134608055,Undercut
945_833_1,945,833,209,24,2015,19,Abu Dhabi Grand Prix,Manor Marussia,Yas Marina Circuit,24,1,24314,55,20,19,0.0,0.0,5872,24.0,31,7.136,,0,3436.0,1,1,4,13.5,0.43636363636363634,0.43636363636363634,,Standard
948_154_1,948,154,210,1,2016,1,Australian Grand Prix,Haas F1 Team,Albert Park Grand Prix Circuit,18,1,1089417,57,19,9,0.0,0.0,1147206,18.0,39,1.836,2.059,1,5853.6666666666715,10,8,15,-2.0,0.3157894736842105,0.3157894736842105,0.6795135259501546,Emergency
948_18_2,948,18,1,1,2016,1,Australian Grand Prix,McLaren,Albert Park Grand Prix Circuit,18,2,1084466,57,12,15,0.0,0.0,1129893,3.0,39,2.341,1.547,1,18259.33333333333,-3,14,21,-21.0,0.3157894736842105,0.05263157894736842,0.6919303505353471,Emergency
948_20_2,948,20,6,1,2016,1,Australian Grand Prix,Ferrari,Albert Park Grand Prix Circuit,18,2,1089312,57,3,1,0.0,0.0,110794,5.0,39,,2.872,1,3239.3333333333285,2,0,7,-19.0,0.3157894736842105,0.08771929824561403,,Emergency
948_4_1,948,4,1,1,2016,1,Australian Grand Prix,McLaren,Albert Park Grand Prix Circuit,12,1,21796,57,11,15,0.0,0.0,18729,12.0,45,1.546,9.012,0,612.6666666666715,-4,2,6,-8.0,0.21052631578947367,0.21052631578947367,0.4926531210465744,Standard
948_837_1,948,837,209,1,2016,1,Australian Grand Prix,Manor Marussia,Albert Park Grand Prix Circuit,12,1,23224,57,22,20,0.0,0.0,21878,12.0,45,4.336,69.381,0,2334.3333333333285,2,4,8,-8.0,0.21052631578947367,0.21052631578947367,0.20161467695415872,Standard
948_8_2,948,8,6,1,2016,1,Australian Grand Prix,Ferrari,Albert Park Grand Prix Circuit,18,2,1089365,57,4,3,0.0,0.0,96385,2.0,39,2.633,11.405,1,13517.666666666672,1,2,9,-22.0,0.3157894736842105,0.03508771929824561,0.35586726670174745,Emergency
949_807_4,949,807,10,3,2016,2,Bahrain Grand Prix,Force India,Bahrain International Circuit,51,4,26595,57,8,15,6.0,6.0,6123,16.0,6,0.646,14.66,0,1932.0,-7,0,0,13.0,0.8947368421052632,0.2807017543859649,0.6713903747464731,Standard
949_825_3,949,825,4,3,2016,2,Bahrain Grand Prix,Renault,Bahrain International Circuit,38,3,24341,57,22,10,0.0,0.0,4670,14.0,19,12.485,2.424,0,2432.0,12,0,2,2.0,0.6666666666666666,0.24561403508771928,0.3662125449183759,Standard
949_831_2,949,831,15,3,2016,2,Bahrain Grand Prix,Sauber,Bahrain International Circuit,30,2,25491,57,21,12,0.0,0.0,8820,20.0,27,3.781,3.036,0,3392.0,9,1,6,2.0,0.5263157894736842,0.3508771929824561,0.45693133270965,Standard
949_837_1,949,837,209,3,2016,2,Bahrain Grand Prix,Manor Marussia,Bahrain International Circuit,12,1,26382,57,20,13,0.0,0.0,4896,12.0,45,0.116,1.602,0,1000.0,7,2,6,-1.0,0.21052631578947367,0.21052631578947367,1.2803771017056083,Undercut
949_837_2,949,837,209,3,2016,2,Bahrain Grand Prix,Manor Marussia,Bahrain International Circuit,31,2,28120,57,20,15,0.0,0.0,6234,19.0,26,2.786,4.443,0,3427.3333333333285,5,0,6,1.0,0.543859649122807,0.3333333333333333,0.447853220995887,Standard
950_154_3,950,154,210,17,2016,3,Chinese Grand Prix,Haas F1 Team,Shanghai International Circuit,33,3,23342,56,14,20,18.0,18.0,7873,13.0,23,2.934,5.597,0,2600.6666666666715,-6,1,3,-2.0,0.5892857142857143,0.23214285714285715,0.4057782577297271,Standard
950_154_4,950,154,210,17,2016,3,Chinese Grand Prix,Haas F1 Team,Shanghai International Circuit,44,4,23284,56,14,18,18.0,18.0,8051,11.0,12,1.252,7.889,0,2848.0,-4,1,3,8.0,0.7857142857142857,0.19642857142857142,0.5565483273377378,Standard
950_18_1,950,18,1,17,2016,3,Chinese Grand Prix,McLaren,Shanghai International Circuit,4,1,24072,56,12,8,0.0,1.0,16330,4.0,52,0.496,0.665,0,1924.0,4,4,5,-8.0,0.07142857142857142,0.07142857142857142,1.2690497984615632,Undercut
950_1_3,950,1,131,17,2016,3,Chinese Grand Prix,Mercedes,Shanghai International Circuit,6,3,22301,56,22,20,33.0,83.0,24549,1.0,50,16.692,8.7,1,20650.0,2,0,11,-14.0,0.10714285714285714,0.017857142857142856,0.15961550563945265,Emergency
950_4_2,950,4,1,17,2016,3,Chinese Grand Prix,McLaren,Shanghai International Circuit,32,2,22927,56,11,11,0.0,1.0,5271,16.0,24,0.124,1.549,0,714.3333333333285,0,0,3,-4.0,0.5714285714285714,0.2857142857142857,1.2819904253848762,Undercut
950_807_3,950,807,10,17,2016,3,Chinese Grand Prix,Force India,Shanghai International Circuit,26,3,29570,56,13,16,6.0,6.0,8273,9.0,30,0.796,4.935,0,1589.0,-3,0,1,-6.0,0.4642857142857143,0.16071428571428573,0.725284869681385,Standard
950_815_3,950,815,10,17,2016,3,Chinese Grand Prix,Force India,Shanghai International Circuit,28,3,22351,56,7,10,0.0,6.0,7633,10.0,28,1.567,5.674,0,2565.0,-3,0,3,-5.0,0.5,0.17857142857142858,0.5393949787294746,Standard
950_817_3,950,817,9,17,2016,3,Chinese Grand Prix,Red Bull,Shanghai International Circuit,37,3,22426,56,2,4,24.0,30.0,5226,18.0,19,0.406,8.338,0,550.0,-2,0,4,3.0,0.6607142857142857,0.32142857142857145,0.8183268658294303,Standard
950_832_2,950,832,5,17,2016,3,Chinese Grand Prix,Toro Rosso,Shanghai International Circuit,19,2,22832,56,8,6,2.0,11.0,5003,15.0,37,2.635,0.838,0,293.0,2,2,6,-5.0,0.3392857142857143,0.26785714285714285,0.8191728046004194,Undercut
950_832_3,950,832,5,17,2016,3,Chinese Grand Prix,Toro Rosso,Shanghai International Circuit,33,3,24269,56,8,6,2.0,11.0,6215,14.0,23,4.739,1.163,0,999.6666666666715,2,0,2,-1.0,0.5892857142857143,0.25,0.6365672350578891,Standard
951_4_1,951,4,1,71,2016,4,Russian Grand Prix,McLaren,Sochi Autodrom,21,1,29751,53,14,6,0.0,1.0,4191,21.0,32,6.639,1.189,0,288.0,8,1,3,-2.0,0.39622641509433965,0.39622641509433965,0.5877367893628014,Standard
951_826_1,951,826,9,71,2016,4,Russian Grand Prix,Red Bull,Sochi Autodrom,1,1,41282,53,8,8,21.0,57.0,0,1.0,52,0.449,0.242,0,,0,0,0,-22.0,0.018867924528301886,0.018867924528301886,1.4952841039797562,Undercut
952_13_2,952,13,3,4,2016,5,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,25,2,22568,66,18,12,32.0,51.0,5010,17.0,41,0.076,4.966,0,1894.3333333333285,6,0,1,-4.0,0.3787878787878788,0.25757575757575757,1.0969845232027338,Undercut
952_832_2,952,832,5,4,2016,5,Spanish Grand Prix,Toro Rosso,Circuit de Barcelona-Catalunya,38,2,22937,66,8,6,4.0,17.0,3573,28.0,28,12.054,14.183,0,565.0,2,0,4,7.0,0.5757575757575758,0.42424242424242425,0.14246800847241914,Standard
952_836_1,952,836,209,4,2016,5,Spanish Grand Prix,Manor Marussia,Circuit de Barcelona-Catalunya,11,1,24554,66,21,12,0.0,0.0,4058,11.0,55,0.431,0.44,0,286.0,9,3,10,-5.0,0.16666666666666666,0.16666666666666666,1.393256464011181,Undercut
953_154_1,953,154,210,6,2016,6,Monaco Grand Prix,Haas F1 Team,Circuit de Monaco,15,1,33490,78,15,19,22.0,22.0,24358,15.0,63,3.644,78.168,0,880.6666666666715,-4,2,4,-11.0,0.19230769230769232,0.19230769230769232,0.22796297688901698,Standard
953_20_2,953,20,6,6,2016,6,Monaco Grand Prix,Ferrari,Circuit de Monaco,31,2,25561,78,4,5,48.0,109.0,16885,18.0,47,9.462,0.484,1,278.6666666666715,-1,2,8,-9.5,0.3974358974358974,0.23076923076923078,0.7694384657914846,Standard
953_3_1,953,3,131,6,2016,6,Monaco Grand Prix,Mercedes,Circuit de Monaco,20,1,26698,78,2,5,100.0,157.0,18564,20.0,58,16.273,3.691,0,551.0,-3,0,0,-6.0,0.2564102564102564,0.2564102564102564,0.2710679860205239,Standard
953_4_2,953,4,1,6,2016,6,Monaco Grand Prix,McLaren,Circuit de Monaco,32,2,26836,78,9,5,8.0,12.0,17359,18.0,46,0.321,6.279,1,1272.3333333333285,4,1,12,-9.5,0.41025641025641024,0.23076923076923078,0.8943837794557759,Undercut
953_825_2,953,825,4,6,2016,6,Monaco Grand Prix,Renault,Circuit de Monaco,21,2,38811,78,16,19,6.0,6.0,51993,14.0,57,60.606,,0,8491.666666666672,-3,2,4,-13.5,0.2692307692307692,0.1794871794871795,,Standard
954_154_2,954,154,210,7,2016,7,Canadian Grand Prix,Haas F1 Team,Circuit Gilles Villeneuve,39,2,23055,70,14,13,22.0,22.0,16740,22.0,31,10.827,1.373,0,1192.3333333333285,1,0,3,-2.5,0.5571428571428572,0.3142857142857143,0.5059597966483441,Standard
954_20_1,954,20,6,7,2016,7,Canadian Grand Prix,Ferrari,Circuit Gilles Villeneuve,11,1,22597,70,3,4,60.0,121.0,31822,11.0,59,2.752,2.58,1,600.6666666666715,-1,0,1,-13.0,0.15714285714285714,0.15714285714285714,0.545854129194411,Standard
954_822_1,954,822,3,7,2016,7,Canadian Grand Prix,Williams,Circuit Gilles Villeneuve,23,1,22184,70,7,5,29.0,66.0,15026,23.0,47,0.438,1.192,0,354.3333333333285,2,0,4,-1.0,0.32857142857142857,0.32857142857142857,1.1516146716343665,Undercut
954_8_2,954,8,6,7,2016,7,Canadian Grand Prix,Ferrari,Circuit Gilles Villeneuve,33,2,23263,70,6,8,61.0,121.0,16534,22.0,37,3.404,1.507,0,336.0,-2,0,0,-2.5,0.4714285714285714,0.3142857142857143,0.625949430604299,Standard
955_815_1,955,815,10,73,2016,8,European Grand Prix,Force India,Baku City Circuit,16,1,20614,51,7,3,24.0,42.0,4432,16.0,35,13.818,3.428,0,271.0,4,0,1,2.5,0.3137254901960784,0.3137254901960784,0.2933210823087671,Standard
955_8_1,955,8,6,73,2016,8,European Grand Prix,Ferrari,Baku City Circuit,8,1,20593,51,4,6,69.0,147.0,5794,8.0,43,0.104,6.663,0,1465.6666666666715,-2,0,5,-5.5,0.1568627450980392,0.1568627450980392,1.0362942957595975,Undercut
956_154_3,956,154,210,70,2016,9,Austrian Grand Prix,Haas F1 Team,Red Bull Ring,29,3,19554,71,13,9,22.0,22.0,50468,1.0,42,1.578,1.116,1,24516.0,4,8,30,-14.0,0.4084507042253521,0.014084507042253521,0.8604873870954022,Emergency
956_1_1,956,1,131,70,2016,9,Austrian Grand Prix,Mercedes,Red Bull Ring,21,1,22918,71,1,1,117.0,258.0,3812,21.0,50,,0.908,0,383.3333333333285,0,0,0,-2.0,0.29577464788732394,0.29577464788732394,,Standard
956_807_1,956,807,10,70,2016,9,Austrian Grand Prix,Force India,Red Bull Ring,8,1,22601,71,2,11,20.0,59.0,4260,8.0,63,0.273,0.661,0,1324.0,-9,0,0,-15.0,0.11267605633802817,0.11267605633802817,1.3875929141011882,Undercut
956_821_2,956,821,210,70,2016,9,Austrian Grand Prix,Haas F1 Team,Red Bull Ring,28,2,16475,71,11,18,0.0,22.0,17561,7.0,43,2.932,2.216,1,15300.666666666672,-7,17,23,-22.0,0.39436619718309857,0.09859154929577464,0.5652687731231938,Emergency
956_821_4,956,821,210,70,2016,9,Austrian Grand Prix,Haas F1 Team,Red Bull Ring,41,4,21921,71,11,16,0.0,22.0,3788,12.0,30,0.422,0.328,0,305.3333333333285,-5,0,0,7.0,0.5774647887323944,0.16901408450704225,1.4562469286428414,Standard
956_822_1,956,822,3,70,2016,9,Austrian Grand Prix,Williams,Red Bull Ring,9,1,21047,71,7,8,52.0,90.0,3381,9.0,62,4.375,0.104,0,351.6666666666715,-1,1,3,-14.0,0.1267605633802817,0.1267605633802817,1.0918436130771823,Standard
956_822_4,956,822,3,70,2016,9,Austrian Grand Prix,Williams,Red Bull Ring,51,4,21639,71,7,8,52.0,90.0,3567,22.0,20,1.223,1.755,0,332.6666666666715,-1,0,5,17.0,0.7183098591549296,0.30985915492957744,0.8128189616392884,Standard
956_825_2,956,825,4,70,2016,9,Austrian Grand Prix,Renault,Red Bull Ring,28,2,17721,71,17,11,6.0,6.0,23506,17.0,43,2.418,1.066,1,14036.333333333328,6,10,16,-12.0,0.39436619718309857,0.23943661971830985,0.7765958591750184,Undercut
957_815_1,957,815,10,9,2016,10,British Grand Prix,Force India,Silverstone Circuit,7,1,29475,52,10,4,39.0,59.0,7386,7.0,45,3.85,18.847,1,29531.666666666657,6,3,19,-13.5,0.1346153846153846,0.1346153846153846,0.25657101569272983,Standard
957_828_1,957,828,15,9,2016,10,British Grand Prix,Sauber,Silverstone Circuit,7,1,35393,52,22,6,0.0,0.0,12077,7.0,45,3.1,6.748,1,25009.333333333343,16,5,21,-13.5,0.1346153846153846,0.1346153846153846,0.3729680043315663,Emergency
957_831_1,957,831,15,9,2016,10,British Grand Prix,Sauber,Silverstone Circuit,7,1,30981,52,21,5,0.0,0.0,9593,7.0,45,18.847,3.1,1,24923.333333333343,16,4,20,-13.5,0.1346153846153846,0.1346153846153846,0.2942878877068108,Emergency
957_8_1,957,8,6,9,2016,10,British Grand Prix,Ferrari,Silverstone Circuit,5,1,29578,52,5,2,96.0,192.0,0,5.0,47,0.217,0.912,0,2759.0,3,0,0,-15.5,0.09615384615384616,0.09615384615384616,1.3447052392363414,Undercut
958_20_1,958,20,6,11,2016,11,Hungarian Grand Prix,Ferrari,Hungaroring,14,1,21640,70,5,5,98.0,204.0,2718,14.0,56,3.434,7.918,0,223.33333333332848,0,0,0,5.0,0.2,0.2,0.3376627606833898,Standard
958_20_2,958,20,6,11,2016,11,Hungarian Grand Prix,Ferrari,Hungaroring,41,2,21535,70,5,3,98.0,204.0,3148,27.0,29,14.275,10.177,0,319.0,2,1,5,6.0,0.5857142857142857,0.38571428571428573,0.15493589462929996,Standard
958_817_1,958,817,9,11,2016,11,Hungarian Grand Prix,Red Bull,Hungaroring,15,1,22241,70,3,3,100.0,198.0,2344,15.0,55,7.881,1.088,0,230.66666666667152,0,0,3,6.0,0.21428571428571427,0.21428571428571427,0.5915271355051747,Standard
958_821_1,958,821,210,11,2016,11,Hungarian Grand Prix,Haas F1 Team,Hungaroring,15,1,22828,70,15,11,0.0,28.0,2147,15.0,55,0.941,2.705,0,232.33333333332848,4,2,5,6.0,0.21428571428571427,0.21428571428571427,0.7851038844287035,Standard
958_828_3,958,828,15,11,2016,11,Hungarian Grand Prix,Sauber,Hungaroring,62,3,23308,70,22,20,0.0,0.0,6800,17.0,8,5.998,37.365,0,5040.3333333333285,2,0,0,7.5,0.8857142857142857,0.24285714285714285,0.16896339506359304,Standard
958_835_1,958,835,4,11,2016,11,Hungarian Grand Prix,Renault,Hungaroring,26,1,21892,70,17,8,0.0,6.0,2805,26.0,44,8.615,0.86,0,111.0,9,0,3,17.0,0.37142857142857144,0.37142857142857144,0.6416385687685573,Standard
958_835_2,958,835,4,11,2016,11,Hungarian Grand Prix,Renault,Hungaroring,39,2,21665,70,17,12,0.0,6.0,4091,13.0,31,0.864,12.985,0,497.0,5,1,3,-8.0,0.5571428571428572,0.18571428571428572,0.6079858708211282,Standard
959_815_1,959,815,10,10,2016,12,German Grand Prix,Force India,Hockenheimring,8,1,19233,67,9,15,47.0,74.0,2732,8.0,59,1.923,1.192,0,431.0,-6,0,2,-6.0,0.11940298507462686,0.11940298507462686,0.7983186457269429,Undercut
959_817_3,959,817,9,10,2016,12,German Grand Prix,Red Bull,Hockenheimring,46,3,18979,67,3,2,115.0,223.0,4661,13.0,21,15.497,11.183,0,1559.0,1,0,4,-4.0,0.6865671641791045,0.19402985074626866,0.1426986709932426,Standard
959_830_3,959,830,9,10,2016,12,German Grand Prix,Red Bull,Hockenheimring,45,3,18967,67,4,3,100.0,223.0,3928,17.0,22,6.379,4.703,0,552.0,1,0,4,0.0,0.6716417910447762,0.2537313432835821,0.3108660270791827,Standard
959_832_2,959,832,5,10,2016,12,German Grand Prix,Toro Rosso,Hockenheimring,29,2,19747,67,15,13,30.0,45.0,4710,20.0,38,1.667,0.831,0,1363.6666666666715,2,0,5,0.0,0.43283582089552236,0.29850746268656714,0.9211027758613735,Undercut
959_835_3,959,835,4,10,2016,12,German Grand Prix,Renault,Hockenheimring,45,3,19725,67,14,19,0.0,6.0,4722,20.0,22,16.957,12.639,0,2302.3333333333285,-5,1,5,3.0,0.6716417910447762,0.29850746268656714,0.12900774770409307,Standard
959_836_1,959,836,209,10,2016,12,German Grand Prix,Manor Marussia,Hockenheimring,12,1,19813,67,17,13,1.0,1.0,3754,12.0,55,7.018,0.436,0,225.33333333332848,4,3,6,-2.0,0.1791044776119403,0.1791044776119403,0.8210982114754338,Standard
960_817_1,960,817,9,13,2016,13,Belgian Grand Prix,Red Bull,Circuit de Spa-Francorchamps,9,1,998401,44,5,2,133.0,256.0,67021,9.0,35,0.866,1.175,1,41412.66666666666,3,1,3,-1.0,0.20454545454545456,0.20454545454545456,0.9956757955427431,Emergency
960_826_3,960,826,5,13,2016,13,Belgian Grand Prix,Toro Rosso,Circuit de Spa-Francorchamps,35,3,23363,44,19,14,23.0,45.0,5422,14.0,9,3.591,18.136,0,548.3333333333285,5,0,1,-1.0,0.7954545454545454,0.3181818181818182,0.2700749940446227,Standard
961_4_2,961,4,1,14,2016,14,Italian Grand Prix,McLaren,Autodromo Nazionale di Monza,33,2,23694,53,12,12,30.0,48.0,4851,20.0,20,0.383,13.157,0,570.0,0,2,3,2.0,0.6226415094339622,0.37735849056603776,0.7937022332605057,Standard
961_817_2,961,817,9,14,2016,14,Italian Grand Prix,Red Bull,Autodromo Nazionale di Monza,37,2,23633,53,6,4,151.0,274.0,4758,21.0,16,2.035,4.081,0,195.33333333332848,2,0,2,3.0,0.6981132075471698,0.39622641509433965,0.526300942847777,Standard
962_13_3,962,13,3,15,2016,15,Singapore Grand Prix,Williams,Marina Bay Street Circuit,28,3,29578,61,11,8,41.0,111.0,7227,12.0,33,4.965,4.945,0,848.0,3,0,3,3.5,0.45901639344262296,0.19672131147540983,0.3358531720993714,Standard
962_3_1,962,3,131,15,2016,15,Singapore Grand Prix,Mercedes,Marina Bay Street Circuit,1,1,26350,61,1,1,248.0,498.0,0,1.0,60,,1.124,0,,0,0,0,-11.0,0.01639344262295082,0.01639344262295082,,Standard
962_4_1,962,4,1,15,2016,15,Singapore Grand Prix,McLaren,Marina Bay Street Circuit,1,1,24649,61,9,5,30.0,48.0,0,1.0,60,1.593,1.421,0,,4,4,4,-11.0,0.01639344262295082,0.01639344262295082,0.7987061406547957,Undercut
962_815_1,962,815,10,15,2016,15,Singapore Grand Prix,Force India,Marina Bay Street Circuit,1,1,32821,61,17,12,62.0,108.0,0,1.0,60,0.946,1.859,0,,5,11,11,-11.0,0.01639344262295082,0.01639344262295082,0.8636472623729827,Undercut
962_826_1,962,826,5,15,2016,15,Singapore Grand Prix,Toro Rosso,Marina Bay Street Circuit,1,1,24584,61,7,6,23.0,45.0,0,1.0,60,1.421,2.147,0,,1,5,5,-11.0,0.01639344262295082,0.01639344262295082,0.7308154065022883,Standard
962_828_2,962,828,15,15,2016,15,Singapore Grand Prix,Sauber,Marina Bay Street Circuit,8,2,29706,61,14,14,0.0,0.0,7457,7.0,53,3.361,2.204,0,186.33333333332848,0,0,1,-9.5,0.13114754098360656,0.11475409836065574,0.5414150678998191,Standard
962_832_3,962,832,5,15,2016,15,Singapore Grand Prix,Toro Rosso,Marina Bay Street Circuit,27,3,29320,61,6,14,30.0,45.0,12045,20.0,34,2.76,7.296,0,527.6666666666715,-8,1,3,11.5,0.4426229508196721,0.32786885245901637,0.38649746609491376,Standard
962_8_3,962,8,6,15,2016,15,Singapore Grand Prix,Ferrari,Marina Bay Street Circuit,33,3,29135,61,5,3,136.0,279.0,12209,16.0,28,5.52,9.006,0,1720.6666666666715,2,1,3,7.5,0.5409836065573771,0.26229508196721313,0.2533142691072473,Standard
963_18_2,963,18,1,2,2016,16,Malaysian Grand Prix,McLaren,Sepang International Circuit,37,2,24645,56,9,7,17.0,54.0,4743,28.0,19,2.606,0.564,0,451.0,2,0,0,12.0,0.6607142857142857,0.5,0.9167017743941968,Standard
963_4_2,963,4,1,2,2016,16,Malaysian Grand Prix,McLaren,Sepang International Circuit,27,2,24061,56,22,10,36.0,54.0,3342,18.0,29,4.905,8.296,0,208.0,12,1,1,2.0,0.48214285714285715,0.32142857142857145,0.27692115990270505,Standard
963_821_1,963,821,210,2,2016,16,Malaysian Grand Prix,Haas F1 Team,Sepang International Circuit,1,1,30782,56,13,21,0.0,28.0,0,1.0,55,1.075,,0,,-8,3,3,-9.0,0.017857142857142856,0.017857142857142856,,Standard
963_822_1,963,822,3,2,2016,16,Malaysian Grand Prix,Williams,Sepang International Circuit,29,1,23828,56,11,6,70.0,111.0,3791,29.0,27,16.287,1.058,0,195.0,5,0,3,19.0,0.5178571428571429,0.5178571428571429,0.543755586178641,Overcut
964_836_2,964,836,209,22,2016,17,Japanese Grand Prix,Manor Marussia,Suzuka Circuit,32,2,25461,53,21,21,1.0,1.0,6196,19.0,21,12.362,0.418,0,3457.3333333333285,0,1,3,8.0,0.6037735849056604,0.3584905660377358,0.7800577137152301,Standard
965_4_2,965,4,1,69,2016,18,United States Grand Prix,McLaren,Circuit of the Americas,30,2,25300,56,12,7,42.0,62.0,6619,19.0,26,8.504,9.868,1,746.3333333333285,5,1,5,3.0,0.5357142857142857,0.3392857142857143,0.19723210512684197,Standard
965_822_1,965,822,3,69,2016,18,United States Grand Prix,Williams,Circuit of the Americas,1,1,27098,56,8,22,81.0,124.0,0,1.0,55,3.486,,0,,-14,0,0,-15.0,0.017857142857142856,0.017857142857142856,,Standard
965_825_2,965,825,4,69,2016,18,United States Grand Prix,Renault,Circuit of the Americas,27,2,24103,56,18,13,7.0,8.0,871,14.0,29,13.566,7.069,0,272.3333333333285,5,2,6,-2.0,0.48214285714285715,0.25,0.19258412191007987,Standard
965_828_1,965,828,15,69,2016,18,United States Grand Prix,Sauber,Circuit of the Americas,17,1,25229,56,16,14,0.0,0.0,3333,17.0,39,0.319,8.19,0,767.0,2,0,1,1.0,0.30357142857142855,0.30357142857142855,0.8669640419053245,Standard
966_4_2,966,4,1,32,2016,19,Mexican Grand Prix,McLaren,Autódromo Hermanos Rodríguez,45,2,25171,71,11,17,52.0,74.0,3332,29.0,26,0.104,13.471,0,379.6666666666715,-6,1,1,-1.0,0.6338028169014085,0.4084507042253521,0.9749008261400361,Undercut
966_817_1,966,817,9,32,2016,19,Mexican Grand Prix,Red Bull,Autódromo Hermanos Rodríguez,1,1,22087,71,4,6,227.0,400.0,0,1.0,70,1.646,0.433,0,,-2,0,0,-14.5,0.014084507042253521,0.014084507042253521,1.0757656555682675,Undercut
966_821_1,966,821,210,32,2016,19,Mexican Grand Prix,Haas F1 Team,Autódromo Hermanos Rodríguez,12,1,25198,71,17,16,0.0,29.0,3835,12.0,59,0.864,0.173,0,128.33333333332848,1,3,4,-3.5,0.16901408450704225,0.16901408450704225,1.3889956057063617,Undercut
966_822_1,966,822,3,32,2016,19,Mexican Grand Prix,Williams,Autódromo Hermanos Rodríguez,19,1,22396,71,8,8,81.0,130.0,4425,19.0,52,0.896,6.224,0,589.6666666666715,0,0,2,3.5,0.2676056338028169,0.2676056338028169,0.6658536243464122,Standard
966_835_1,966,835,4,32,2016,19,Mexican Grand Prix,Renault,Autódromo Hermanos Rodríguez,1,1,23897,71,21,19,1.0,8.0,0,1.0,70,1.249,0.144,0,,2,1,1,-14.5,0.014084507042253521,0.014084507042253521,1.3187679372650472,Undercut
966_839_1,966,839,209,32,2016,19,Mexican Grand Prix,Manor Marussia,Autódromo Hermanos Rodríguez,15,1,23866,71,20,16,0.0,1.0,3366,15.0,56,1.44,1.786,0,96.33333333332848,4,0,3,-0.5,0.2112676056338028,0.2112676056338028,0.7687736104409636,Standard
967_13_4,967,13,3,18,2016,20,Brazilian Grand Prix,Williams,Autódromo José Carlos Pace,31,4,29754,71,13,18,51.0,136.0,30063,3.0,40,2.941,,1,528981.0,-5,0,0,-8.0,0.43661971830985913,0.04225352112676056,,Standard
967_815_1,967,815,10,18,2016,20,Brazilian Grand Prix,Force India,Autódromo José Carlos Pace,20,1,2008398,71,9,5,85.0,145.0,31936,20.0,51,1.777,2.31,1,33939.33333333333,4,4,4,10.0,0.28169014084507044,0.28169014084507044,0.6622156318572825,Emergency
968_4_2,968,4,1,24,2016,21,Abu Dhabi Grand Prix,McLaren,Yas Marina Circuit,38,2,22248,55,9,9,53.0,75.0,1297,31.0,17,6.697,4.848,0,902.6666666666715,0,0,3,10.0,0.6909090909090909,0.5636363636363636,0.30091938035445437,Overcut
969_1_1,969,1,131,1,2017,1,Australian Grand Prix,Mercedes,Albert Park Grand Prix Circuit,17,1,21709,57,1,4,0.0,0.0,18228,17.0,40,0.847,1.684,0,539.3333333333285,-3,0,4,4.0,0.2982456140350877,0.2982456140350877,0.9139967579439652,Standard
969_840_1,969,840,3,1,2017,1,Australian Grand Prix,Williams,Albert Park Grand Prix Circuit,5,1,22293,57,20,18,0.0,0.0,18866,5.0,52,2.376,42.862,0,687.6666666666715,2,0,0,-8.0,0.08771929824561403,0.08771929824561403,0.31900730879118716,Standard
970_13_4,970,13,3,17,2017,2,Chinese Grand Prix,Williams,Shanghai International Circuit,6,4,17377,56,6,10,8.0,8.0,43563,1.0,50,1.479,1.153,1,40815.33333333334,-4,9,45,-10.0,0.10714285714285714,0.017857142857142856,0.8678566470193565,Emergency
