event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index
967_18_4,967,18,1,18,2016,20,Brazilian Grand Prix,McLaren,Autódromo José Carlos Pace,34,4,25006,71,17,17,21.0,74.0,8955,6.0,37,2.167,16.107,0,12516.666666666672,0,0,0,-5.0,0.4788732394366197,0.08450704225352113,0.3742118391552093
967_18_5,967,18,1,18,2016,20,Brazilian Grand Prix,McLaren,Autódromo José Carlos Pace,44,5,24754,71,17,18,21.0,74.0,8786,10.0,27,5.956,,0,3164.6666666666715,-1,0,1,-10.0,0.6197183098591549,0.14084507042253522,
967_1_1,967,1,131,18,2016,20,Brazilian Grand Prix,Mercedes,Autódromo José Carlos Pace,20,1,2010361,71,1,1,330.0,679.0,32472,20.0,51,,3.185,1,37257.33333333333,0,0,0,10.0,0.28169014084507044,0.28169014084507044,
967_1_2,967,1,131,18,2016,20,Brazilian Grand Prix,Mercedes,Autódromo José Carlos Pace,28,2,1482048,71,1,1,330.0,679.0,49576,8.0,43,,1.926,1,33934.33333333333,0,0,0,-12.0,0.39436619718309857,0.11267605633802817,
967_20_1,967,20,6,18,2016,20,Brazilian Grand Prix,Ferrari,Autódromo José Carlos Pace,10,1,29981,71,5,11,187.0,365.0,22903,10.0,61,1.801,2.527,0,9780.0,-6,0,7,0.0,0.14084507042253522,0.14084507042253522,0.6405424284959592
967_20_2,967,20,6,18,2016,20,Brazilian Grand Prix,Ferrari,Autódromo José Carlos Pace,20,2,2010637,71,5,15,187.0,365.0,41266,10.0,51,1.446,2.316,1,31565.33333333333,-10,14,14,-10.0,0.28169014084507044,0.14084507042253522,0.7103988984748493
967_20_3,967,20,6,18,2016,20,Brazilian Grand Prix,Ferrari,Autódromo José Carlos Pace,28,3,1483923,71,5,14,187.0,365.0,53696,8.0,43,4.202,1.656,1,31257.33333333333,-9,13,13,-12.0,0.39436619718309857,0.11267605633802817,0.5687397803439826
967_3_1,967,3,131,18,2016,20,Brazilian Grand Prix,Mercedes,Autódromo José Carlos Pace,20,1,2009747,71,2,2,349.0,679.0,34742,20.0,51,3.185,1.15,1,37565.33333333333,0,1,1,10.0,0.28169014084507044,0.28169014084507044,0.7040649051151676
967_3_2,967,3,131,18,2016,20,Brazilian Grand Prix,Mercedes,Autódromo José Carlos Pace,28,2,1481624,71,2,2,349.0,679.0,50463,8.0,43,1.926,1.037,1,34056.66666666667,0,1,1,-12.0,0.39436619718309857,0.11267605633802817,0.8326815163494491
967_4_1,967,4,1,18,2016,20,Brazilian Grand Prix,McLaren,Autódromo José Carlos Pace,9,1,24821,71,10,9,52.0,74.0,7765,9.0,62,6.268,0.821,0,16556.0,1,0,2,-1.0,0.1267605633802817,0.1267605633802817,0.6867382524615739
967_4_2,967,4,1,18,2016,20,Brazilian Grand Prix,McLaren,Autódromo José Carlos Pace,20,2,2008789,71,10,11,52.0,74.0,37971,11.0,51,2.019,1.273,1,33177.33333333333,-1,10,10,-9.0,0.28169014084507044,0.15492957746478872,0.7711827147817453
967_4_3,967,4,1,18,2016,20,Brazilian Grand Prix,McLaren,Autódromo José Carlos Pace,28,3,1483818,71,10,10,52.0,74.0,48639,8.0,43,2.197,1.762,1,31059.66666666667,0,9,9,-12.0,0.39436619718309857,0.11267605633802817,0.6748497244769434
967_807_1,967,807,10,18,2016,20,Brazilian Grand Prix,Force India,Autódromo José Carlos Pace,20,1,2008504,71,8,4,60.0,145.0,32737,20.0,51,2.34,1.777,1,35728.66666666667,4,3,3,10.0,0.28169014084507044,0.28169014084507044,0.6595020258366954
967_807_2,967,807,10,18,2016,20,Brazilian Grand Prix,Force India,Autódromo José Carlos Pace,22,2,24282,71,8,6,60.0,145.0,36422,2.0,49,0.66,1.256,1,700708.6666666666,2,0,18,-18.0,0.30985915492957744,0.028169014084507043,1.0456720499017345
967_807_3,967,807,10,18,2016,20,Brazilian Grand Prix,Force India,Autódromo José Carlos Pace,28,3,1485304,71,8,15,60.0,145.0,56252,6.0,43,1.656,1.369,1,32401.0,-7,14,14,-14.0,0.39436619718309857,0.08450704225352113,0.7986250616649799
967_815_2,967,815,10,18,2016,20,Brazilian Grand Prix,Force India,Autódromo José Carlos Pace,28,2,1482290,71,9,4,85.0,145.0,47460,8.0,43,1.516,2.032,1,30812.33333333333,5,3,3,-12.0,0.39436619718309857,0.11267605633802817,0.7272715832393002
967_817_1,967,817,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,13,1,24623,71,6,6,242.0,427.0,20189,13.0,58,3.133,1.723,1,650.3333333333285,0,1,2,3.0,0.18309859154929578,0.18309859154929578,0.6091970088569035
967_817_2,967,817,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,20,2,2008600,71,6,8,242.0,427.0,36324,7.0,51,1.963,1.762,1,35028.66666666667,-2,7,7,-13.0,0.28169014084507044,0.09859154929577464,0.6995522621137402
967_817_3,967,817,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,28,3,1484725,71,6,7,242.0,427.0,49368,8.0,43,0.914,1.621,1,32054.33333333333,-1,6,6,-12.0,0.39436619718309857,0.11267605633802817,0.9039998054456868
967_817_4,967,817,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,40,4,29621,71,6,6,242.0,427.0,6871,12.0,31,1.786,5.617,0,299.6666666666715,0,0,1,1.0,0.5633802816901409,0.16901408450704225,0.5100634327317843
967_817_5,967,817,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,52,5,24521,71,6,13,242.0,427.0,44595,12.0,19,0.286,5.409,1,34155.66666666667,-7,0,0,-8.0,0.7323943661971831,0.16901408450704225,0.9336355586659215
967_821_1,967,821,210,18,2016,20,Brazilian Grand Prix,Haas F1 Team,Autódromo José Carlos Pace,12,1,25147,71,12,12,0.0,29.0,5738,12.0,59,1.751,0.707,0,878.3333333333285,0,0,1,2.0,0.16901408450704225,0.16901408450704225,0.9493272617274819
967_821_2,967,821,210,18,2016,20,Brazilian Grand Prix,Haas F1 Team,Autódromo José Carlos Pace,20,2,2011147,71,12,17,0.0,29.0,41247,8.0,51,1.265,2.393,1,30913.66666666667,-5,16,16,-12.0,0.28169014084507044,0.11267605633802817,0.7362255364082266
967_821_3,967,821,210,18,2016,20,Brazilian Grand Prix,Haas F1 Team,Autódromo José Carlos Pace,28,3,1484444,71,12,17,0.0,29.0,54509,8.0,43,1.858,2.617,1,29617.66666666667,-5,16,16,-12.0,0.39436619718309857,0.11267605633802817,0.6263672460329913
967_821_4,967,821,210,18,2016,20,Brazilian Grand Prix,Haas F1 Team,Autódromo José Carlos Pace,47,4,17835,71,12,15,0.0,29.0,18272,19.0,24,3.92,2.42,0,2786.3333333333285,-3,0,0,8.0,0.6619718309859155,0.2676056338028169,0.49564969333903863
967_822_1,967,822,3,18,2016,20,Brazilian Grand Prix,Williams,Autódromo José Carlos Pace,9,1,24724,71,11,11,85.0,136.0,6182,9.0,62,0.767,1.569,0,16598.33333333333,0,1,3,-1.0,0.1267605633802817,0.1267605633802817,0.9551874764700272
967_822_2,967,822,3,18,2016,20,Brazilian Grand Prix,Williams,Autódromo José Carlos Pace,20,2,2008595,71,11,12,85.0,136.0,40016,11.0,51,1.273,1.343,1,33254.66666666667,-1,11,11,-9.0,0.28169014084507044,0.15492957746478872,0.8667504500398919
967_822_3,967,822,3,18,2016,20,Brazilian Grand Prix,Williams,Autódromo José Carlos Pace,28,3,1483957,71,11,11,85.0,136.0,48674,8.0,43,1.762,1.815,1,32204.0,0,10,10,-12.0,0.39436619718309857,0.11267605633802817,0.7172962676671344
967_822_4,967,822,3,18,2016,20,Brazilian Grand Prix,Williams,Autódromo José Carlos Pace,38,4,24994,71,11,12,85.0,136.0,6652,10.0,33,5.535,0.944,0,1069.3333333333285,-1,0,0,-1.0,0.5352112676056338,0.14084507042253522,0.6674254803983615
967_825_1,967,825,4,18,2016,20,Brazilian Grand Prix,Renault,Autódromo José Carlos Pace,7,1,24986,71,18,21,7.0,8.0,0,7.0,64,2.204,,0,1160.0,-3,0,0,-3.0,0.09859154929577464,0.09859154929577464,
967_825_2,967,825,4,18,2016,20,Brazilian Grand Prix,Renault,Autódromo José Carlos Pace,20,2,2008979,71,18,13,7.0,8.0,38854,13.0,51,1.343,3.156,1,32391.0,5,12,12,-7.0,0.28169014084507044,0.18309859154929578,0.6674192206055184
967_825_3,967,825,4,18,2016,20,Brazilian Grand Prix,Renault,Autódromo José Carlos Pace,28,3,1484474,71,18,12,7.0,8.0,49001,8.0,43,1.815,3.474,1,30969.0,6,11,11,-12.0,0.39436619718309857,0.11267605633802817,0.5787534211878221
967_825_4,967,825,4,18,2016,20,Brazilian Grand Prix,Renault,Autódromo José Carlos Pace,41,4,24265,71,18,13,7.0,8.0,6518,13.0,30,2.257,0.377,0,139.33333333332848,5,0,1,2.0,0.5774647887323944,0.18309859154929578,1.0332474226229456
967_826_1,967,826,5,18,2016,20,Brazilian Grand Prix,Toro Rosso,Autódromo José Carlos Pace,9,1,25758,71,14,15,25.0,55.0,2344,9.0,62,0.727,2.258,0,12449.0,-1,3,5,-1.0,0.1267605633802817,0.1267605633802817,0.885975566624474
967_826_2,967,826,5,18,2016,20,Brazilian Grand Prix,Toro Rosso,Autódromo José Carlos Pace,17,2,25355,71,14,18,25.0,55.0,38252,8.0,54,0.7,0.616,1,22288.33333333333,-4,0,0,-12.0,0.23943661971830985,0.11267605633802817,1.2070471753057659
967_826_3,967,826,5,18,2016,20,Brazilian Grand Prix,Toro Rosso,Autódromo José Carlos Pace,20,3,2011266,71,14,18,25.0,55.0,44512,3.0,51,2.393,9.191,1,35628.66666666667,-4,17,17,-17.0,0.28169014084507044,0.04225352112676056,0.39285022992757
967_826_4,967,826,5,18,2016,20,Brazilian Grand Prix,Toro Rosso,Autódromo José Carlos Pace,28,4,1484388,71,14,18,25.0,55.0,57551,8.0,43,2.617,,1,32491.0,-4,17,17,-3.0,0.39436619718309857,0.11267605633802817,
967_828_1,967,828,15,18,2016,20,Brazilian Grand Prix,Sauber,Autódromo José Carlos Pace,9,1,25395,71,20,19,0.0,0.0,1815,9.0,62,1.719,9.924,0,11197.333333333328,1,5,7,-1.0,0.1267605633802817,0.1267605633802817,0.45932383276262656
967_830_1,967,830,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,13,1,24186,71,4,3,177.0,427.0,10702,13.0,58,6.245,16.242,1,367.6666666666715,1,0,1,3.0,0.18309859154929578,0.18309859154929578,0.196024137057912
967_830_2,967,830,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,20,2,2009643,71,4,3,177.0,427.0,31653,7.0,51,1.15,2.34,1,36946.0,1,2,2,-13.0,0.28169014084507044,0.09859154929577464,0.7645174766745579
967_830_3,967,830,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,28,3,1481433,71,4,3,177.0,427.0,50462,8.0,43,1.037,1.516,1,33260.0,1,2,2,-12.0,0.39436619718309857,0.11267605633802817,0.8883742965004335
967_830_4,967,830,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,43,4,24435,71,4,3,177.0,427.0,6738,15.0,28,3.213,5.501,0,435.3333333333285,1,0,1,4.0,0.6056338028169014,0.2112676056338028,0.39118303952434713
967_830_5,967,830,9,18,2016,20,Brazilian Grand Prix,Red Bull,Autódromo José Carlos Pace,54,5,24041,71,4,7,177.0,427.0,40772,11.0,17,1.687,0.604,1,41490.33333333333,-3,0,2,-9.0,0.7605633802816901,0.15492957746478872,0.9956036592552855
967_831_1,967,831,15,18,2016,20,Brazilian Grand Prix,Sauber,Autódromo José Carlos Pace,20,1,2008206,71,21,7,0.0,0.0,33867,20.0,51,1.707,1.963,1,34250.0,14,6,6,10.0,0.28169014084507044,0.28169014084507044,0.7069084152148135
967_831_2,967,831,15,18,2016,20,Brazilian Grand Prix,Sauber,Autódromo José Carlos Pace,28,2,1483214,71,21,6,0.0,0.0,48826,8.0,43,1.832,0.914,1,31342.33333333333,15,5,5,-12.0,0.39436619718309857,0.11267605633802817,0.8755733843401874
967_832_1,967,832,5,18,2016,20,Brazilian Grand Prix,Toro Rosso,Autódromo José Carlos Pace,20,1,2008828,71,15,6,38.0,55.0,35009,20.0,51,2.31,1.707,1,34752.66666666667,9,5,5,10.0,0.28169014084507044,0.28169014084507044,0.6715274375374574
967_832_2,967,832,5,18,2016,20,Brazilian Grand Prix,Toro Rosso,Autódromo José Carlos Pace,28,2,1483053,71,15,5,38.0,55.0,49965,8.0,43,2.032,1.832,1,31896.66666666667,10,4,4,-12.0,0.39436619718309857,0.11267605633802817,0.6829226480628475
967_835_1,967,835,4,18,2016,20,Brazilian Grand Prix,Renault,Autódromo José Carlos Pace,9,1,24745,71,16,18,1.0,8.0,3720,9.0,62,0.101,1.719,0,11782.333333333328,-2,4,6,-1.0,0.1267605633802817,0.1267605633802817,1.2760474863367715
967_835_2,967,835,4,18,2016,20,Brazilian Grand Prix,Renault,Autódromo José Carlos Pace,17,2,24656,71,16,20,1.0,8.0,30865,8.0,54,4.393,,1,12331.666666666672,-4,1,1,-12.0,0.23943661971830985,0.11267605633802817,
967_836_1,967,836,209,18,2016,20,Brazilian Grand Prix,Manor Marussia,Autódromo José Carlos Pace,20,1,2008464,71,19,10,1.0,1.0,35817,20.0,51,2.722,2.019,1,31760.0,9,9,9,10.0,0.28169014084507044,0.28169014084507044,0.599908265028988
967_836_2,967,836,209,18,2016,20,Brazilian Grand Prix,Manor Marussia,Autódromo José Carlos Pace,28,2,1484979,71,19,9,1.0,1.0,47891,8.0,43,1.585,2.197,1,29322.0,10,8,8,-12.0,0.39436619718309857,0.11267605633802817,0.6996404390237705
967_836_3,967,836,209,18,2016,20,Brazilian Grand Prix,Manor Marussia,Autódromo José Carlos Pace,52,3,25509,71,19,14,1.0,1.0,40366,24.0,19,5.409,58.446,1,17769.0,5,1,1,4.0,0.7323943661971831,0.3380281690140845,0.17285257169901316
967_839_1,967,839,209,18,2016,20,Brazilian Grand Prix,Manor Marussia,Autódromo José Carlos Pace,20,1,2009052,71,22,9,0.0,1.0,36518,20.0,51,1.762,2.722,1,33542.33333333333,13,8,8,10.0,0.28169014084507044,0.28169014084507044,0.630729237393489
967_839_2,967,839,209,18,2016,20,Brazilian Grand Prix,Manor Marussia,Autódromo José Carlos Pace,28,2,1485092,71,22,8,0.0,1.0,49349,8.0,43,1.621,1.585,1,30878.66666666667,14,7,7,-12.0,0.39436619718309857,0.11267605633802817,0.7683809610961015
968_13_1,968,13,3,24,2016,21,Abu Dhabi Grand Prix,Williams,Yas Marina Circuit,8,1,21775,55,10,7,51.0,136.0,1273,8.0,47,0.297,2.062,0,520.6666666666715,3,3,10,-2.0,0.14545454545454545,0.14545454545454545,1.097593955200843
968_13_2,968,13,3,24,2016,21,Abu Dhabi Grand Prix,Williams,Yas Marina Circuit,30,2,21539,55,10,7,51.0,136.0,2212,22.0,25,12.708,0.889,0,454.3333333333285,3,0,4,1.0,0.5454545454545454,0.4,0.6023307267992801
968_154_1,968,154,210,24,2016,21,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,20,1,22838,55,14,11,29.0,29.0,1851,20.0,35,6.024,7.987,0,380.0,3,0,0,10.0,0.36363636363636365,0.36363636363636365,0.25364085759916943
968_154_2,968,154,210,24,2016,21,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,38,2,22527,55,14,11,29.0,29.0,2428,18.0,17,13.253,23.659,0,276.6666666666715,3,1,4,-3.0,0.6909090909090909,0.32727272727272727,0.1107138128259454
968_1_1,968,1,131,24,2016,21,Abu Dhabi Grand Prix,Mercedes,Yas Marina Circuit,7,1,22600,55,1,2,355.0,722.0,2085,7.0,48,0.114,2.688,0,268.3333333333285,-1,0,2,-3.0,0.12727272727272726,0.12727272727272726,1.1688157428430115
968_1_2,968,1,131,24,2016,21,Abu Dhabi Grand Prix,Mercedes,Yas Marina Circuit,28,2,21355,55,1,1,355.0,722.0,2065,21.0,27,,1.108,0,288.6666666666715,0,0,2,0.0,0.509090909090909,0.38181818181818183,
968_20_1,968,20,6,24,2016,21,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,8,1,21711,55,5,3,197.0,375.0,2232,8.0,47,4.719,4.827,0,831.3333333333285,2,1,8,-2.0,0.14545454545454545,0.14545454545454545,0.34647064018417856
968_20_2,968,20,6,24,2016,21,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,37,2,21872,55,5,1,197.0,375.0,2482,29.0,18,,1.271,0,269.3333333333285,4,0,2,8.0,0.6727272727272727,0.5272727272727272,
968_3_1,968,3,131,24,2016,21,Abu Dhabi Grand Prix,Mercedes,Yas Marina Circuit,8,1,23753,55,2,1,367.0,722.0,1503,8.0,47,,1.034,0,338.6666666666715,1,0,7,-2.0,0.14545454545454545,0.14545454545454545,
968_3_2,968,3,131,24,2016,21,Abu Dhabi Grand Prix,Mercedes,Yas Marina Circuit,29,2,21218,55,2,1,367.0,722.0,1955,21.0,26,,8.605,0,223.66666666667152,1,0,4,0.0,0.5272727272727272,0.38181818181818183,
968_4_1,968,4,1,24,2016,21,Abu Dhabi Grand Prix,McLaren,Yas Marina Circuit,7,1,22428,55,9,9,53.0,75.0,3280,7.0,48,1.335,2.757,0,323.3333333333285,0,2,4,-3.0,0.12727272727272726,0.12727272727272726,0.6944353409680943
968_807_1,968,807,10,24,2016,21,Abu Dhabi Grand Prix,Force India,Yas Marina Circuit,8,1,21834,55,7,4,66.0,163.0,2912,8.0,47,4.827,1.148,0,912.0,3,2,9,-2.0,0.14545454545454545,0.14545454545454545,0.6371642444039003
968_807_2,968,807,10,24,2016,21,Abu Dhabi Grand Prix,Force India,Yas Marina Circuit,26,2,21482,55,7,4,66.0,163.0,3067,18.0,29,15.59,0.521,0,1338.6666666666715,3,0,3,-3.0,0.4727272727272727,0.32727272727272727,0.7177394713908833
968_815_1,968,815,10,24,2016,21,Abu Dhabi Grand Prix,Force India,Yas Marina Circuit,9,1,21308,55,8,2,97.0,163.0,3116,9.0,46,12.815,3.711,0,1764.0,6,1,12,-1.0,0.16363636363636364,0.16363636363636364,0.2846542459631792
968_815_2,968,815,10,24,2016,21,Abu Dhabi Grand Prix,Force India,Yas Marina Circuit,27,2,22012,55,8,7,97.0,163.0,3804,18.0,28,1.44,4.313,0,1799.0,1,0,2,-3.0,0.4909090909090909,0.32727272727272727,0.5980536450956979
968_817_1,968,817,9,24,2016,21,Abu Dhabi Grand Prix,Red Bull,Yas Marina Circuit,9,1,22084,55,3,1,246.0,446.0,1667,9.0,46,,12.815,0,634.3333333333285,2,0,11,-1.0,0.16363636363636364,0.16363636363636364,
968_817_2,968,817,9,24,2016,21,Abu Dhabi Grand Prix,Red Bull,Yas Marina Circuit,24,2,21768,55,3,5,246.0,446.0,2473,15.0,31,0.575,10.407,0,1094.3333333333285,-2,0,1,-6.0,0.43636363636363634,0.2727272727272727,0.7225861034925644
968_821_1,968,821,210,24,2016,21,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,8,1,22032,55,13,13,0.0,29.0,2922,8.0,47,0.8,1.884,0,357.3333333333285,0,4,11,-2.0,0.14545454545454545,0.14545454545454545,0.9022961935583296
968_821_2,968,821,210,24,2016,21,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,28,2,22102,55,13,12,0.0,29.0,1901,20.0,27,0.414,7.424,0,133.0,1,1,3,-1.0,0.509090909090909,0.36363636363636365,0.8259220305424926
968_825_1,968,825,4,24,2016,21,Abu Dhabi Grand Prix,Renault,Yas Marina Circuit,1,1,27068,55,18,22,7.0,8.0,0,1.0,54,3.127,,0,,-4,0,0,-9.0,0.01818181818181818,0.01818181818181818,
968_826_1,968,826,5,24,2016,21,Abu Dhabi Grand Prix,Toro Rosso,Yas Marina Circuit,8,1,21896,55,17,12,25.0,63.0,2808,8.0,47,0.227,0.8,0,927.6666666666715,5,5,12,-2.0,0.14545454545454545,0.14545454545454545,1.3705514805759305
968_828_1,968,828,15,24,2016,21,Abu Dhabi Grand Prix,Sauber,Yas Marina Circuit,38,1,22991,55,22,16,0.0,2.0,5988,38.0,17,1.721,11.397,0,1165.0,6,2,5,28.0,0.6909090909090909,0.6909090909090909,0.44817662107615336
968_830_1,968,830,9,24,2016,21,Abu Dhabi Grand Prix,Red Bull,Yas Marina Circuit,21,1,21221,55,6,4,192.0,446.0,3160,21.0,34,0.433,0.372,0,1396.6666666666715,2,0,1,11.0,0.38181818181818183,0.38181818181818183,1.4266996799716796
968_831_1,968,831,15,24,2016,21,Abu Dhabi Grand Prix,Sauber,Yas Marina Circuit,7,1,23272,55,19,18,2.0,2.0,3711,7.0,48,0.14,17.04,0,1266.6666666666715,1,4,6,-3.0,0.12727272727272726,0.12727272727272726,0.9326253549616835
968_831_2,968,831,15,24,2016,21,Abu Dhabi Grand Prix,Sauber,Yas Marina Circuit,36,2,29933,55,19,18,2.0,2.0,7052,29.0,19,1.52,,0,782.6666666666715,1,1,1,8.0,0.6545454545454545,0.5272727272727272,
968_832_1,968,832,5,24,2016,21,Abu Dhabi Grand Prix,Toro Rosso,Yas Marina Circuit,6,1,21761,55,21,19,46.0,63.0,2494,6.0,49,1.827,0.732,0,206.0,2,0,0,-4.0,0.10909090909090909,0.10909090909090909,0.931099076784324
968_832_2,968,832,5,24,2016,21,Abu Dhabi Grand Prix,Toro Rosso,Yas Marina Circuit,28,2,21935,55,21,14,46.0,63.0,2622,22.0,27,3.176,4.122,0,494.6666666666715,7,2,4,1.0,0.509090909090909,0.4,0.43469983737793993
968_835_1,968,835,4,24,2016,21,Abu Dhabi Grand Prix,Renault,Yas Marina Circuit,7,1,24781,55,15,13,1.0,8.0,4449,7.0,48,0.444,0.23,0,921.6666666666715,2,3,5,-3.0,0.12727272727272726,0.12727272727272726,1.5055289057045695
968_835_2,968,835,4,24,2016,21,Abu Dhabi Grand Prix,Renault,Yas Marina Circuit,21,2,22145,55,15,15,1.0,8.0,3625,14.0,34,0.077,1.97,0,1834.3333333333285,0,1,2,-7.0,0.38181818181818183,0.2545454545454545,1.2652054434784241
968_835_3,968,835,4,24,2016,21,Abu Dhabi Grand Prix,Renault,Yas Marina Circuit,41,3,22588,55,15,14,1.0,8.0,10424,20.0,14,3.44,1.677,0,2012.3333333333285,1,0,0,5.0,0.7454545454545455,0.36363636363636365,0.5987777093492447
968_836_1,968,836,209,24,2016,21,Abu Dhabi Grand Prix,Manor Marussia,Yas Marina Circuit,6,1,33395,55,16,21,1.0,1.0,2973,6.0,49,0.264,,0,269.6666666666715,-5,1,1,-4.0,0.10909090909090909,0.10909090909090909,
968_836_2,968,836,209,24,2016,21,Abu Dhabi Grand Prix,Manor Marussia,Yas Marina Circuit,24,2,22949,55,16,16,1.0,1.0,3782,18.0,31,3.624,5.783,0,2236.6666666666715,0,1,2,-3.0,0.43636363636363634,0.32727272727272727,0.363690367787982
968_839_1,968,839,209,24,2016,21,Abu Dhabi Grand Prix,Manor Marussia,Yas Marina Circuit,22,1,24035,55,20,13,0.0,1.0,2807,22.0,33,0.553,4.896,0,1064.0,7,0,3,12.0,0.4,0.4,0.81352151610967
968_839_2,968,839,209,24,2016,21,Abu Dhabi Grand Prix,Manor Marussia,Yas Marina Circuit,36,2,23026,55,20,15,0.0,1.0,3044,14.0,19,0.833,0.112,0,1450.3333333333285,5,0,0,-7.0,0.6545454545454545,0.2545454545454545,1.444834312582667
968_8_1,968,8,6,24,2016,21,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,7,1,21959,55,4,4,178.0,375.0,2934,7.0,48,1.485,0.614,0,353.6666666666715,0,1,3,-3.0,0.12727272727272726,0.12727272727272726,1.0219931734147139
968_8_2,968,8,6,24,2016,21,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,25,2,22087,55,4,3,178.0,375.0,2539,18.0,30,10.286,0.231,0,538.6666666666715,1,0,2,-3.0,0.45454545454545453,0.32727272727272727,0.9009530365723447
969_13_1,969,13,3,1,2017,1,Australian Grand Prix,Williams,Albert Park Grand Prix Circuit,20,1,21568,57,7,7,0.0,0.0,17407,20.0,37,10.592,10.54,0,542.3333333333285,0,0,1,7.0,0.3508771929824561,0.3508771929824561,0.17292150326586314
969_20_1,969,20,6,1,2017,1,Australian Grand Prix,Ferrari,Albert Park Grand Prix Circuit,23,1,21988,57,2,2,0.0,0.0,18877,23.0,34,6.468,0.456,0,316.3333333333285,0,0,0,10.0,0.40350877192982454,0.40350877192982454,0.8207178466953508
969_4_1,969,4,1,1,2017,1,Australian Grand Prix,McLaren,Albert Park Grand Prix Circuit,16,1,22484,57,12,10,0.0,0.0,18582,16.0,41,27.044,1.956,0,178.33333333332848,2,0,2,3.0,0.2807017543859649,0.2807017543859649,0.3739532445534554
969_807_1,969,807,4,1,2017,1,Australian Grand Prix,Renault,Albert Park Grand Prix Circuit,16,1,23130,57,11,11,0.0,0.0,19033,16.0,41,1.956,4.607,0,223.0,0,1,3,3.0,0.2807017543859649,0.2807017543859649,0.5166434861893346
969_807_2,969,807,4,1,2017,1,Australian Grand Prix,Renault,Albert Park Grand Prix Circuit,30,2,23159,57,11,12,0.0,0.0,20539,14.0,27,23.058,8.65,0,1497.6666666666715,-1,0,1,-1.0,0.5263157894736842,0.24561403508771928,0.14519315798564522
969_815_1,969,815,10,1,2017,1,Australian Grand Prix,Force India,Albert Park Grand Prix Circuit,17,1,22045,57,10,9,0.0,0.0,18155,17.0,40,16.452,16.791,0,114.66666666667152,1,1,5,4.0,0.2982456140350877,0.2982456140350877,0.11350821807486275
969_822_1,969,822,131,1,2017,1,Australian Grand Prix,Mercedes,Albert Park Grand Prix Circuit,25,1,21440,57,3,4,0.0,0.0,18270,25.0,32,2.396,14.975,0,792.0,-1,0,1,12.0,0.43859649122807015,0.43859649122807015,0.3570618844594856
969_825_1,969,825,210,1,2017,1,Australian Grand Prix,Haas F1 Team,Albert Park Grand Prix Circuit,1,1,31336,57,17,19,0.0,0.0,0,1.0,56,48.254,129.14,0,,-2,0,0,-12.0,0.017543859649122806,0.017543859649122806,0.027986952140130847
969_825_2,969,825,210,1,2017,1,Australian Grand Prix,Haas F1 Team,Albert Park Grand Prix Circuit,44,2,22189,57,17,15,0.0,0.0,20488,43.0,13,34.716,,0,2032.0,2,0,0,28.0,0.7719298245614035,0.7543859649122807,
969_826_1,969,826,5,1,2017,1,Australian Grand Prix,Toro Rosso,Albert Park Grand Prix Circuit,34,1,25559,57,9,8,0.0,0.0,21861,34.0,23,1.734,0.531,0,245.66666666667152,1,0,0,21.0,0.5964912280701754,0.5964912280701754,1.0189323118367681
969_826_2,969,826,5,1,2017,1,Australian Grand Prix,Toro Rosso,Albert Park Grand Prix Circuit,49,2,24026,57,9,9,0.0,0.0,21091,15.0,8,12.96,30.324,0,1581.3333333333285,0,0,0,0.0,0.8596491228070176,0.2631578947368421,0.10355764083601321
969_830_1,969,830,9,1,2017,1,Australian Grand Prix,Red Bull,Albert Park Grand Prix Circuit,25,1,22208,57,5,5,0.0,0.0,19822,25.0,32,14.975,7.603,0,1269.0,0,1,2,12.0,0.43859649122807015,0.43859649122807015,0.17883633052268955
